"BBL","Address","Zip Code","Year Built","Total Units","Residential Units","Rent Stabilized Units","Latest sale price","Sales (12/02/2021 - 10/31/2024)","Marshal Evictions (12/02/2021 - 12/01/2024)","HPD Problems (12/02/2021 - 11/30/2024)","HPD Violations (12/02/2021 - 12/01/2024)","DOB Complaints (12/02/2021 - 12/01/2024)","DOB Violations (12/02/2021 - 12/01/2024)","ECB Violations (12/02/2021 - 12/01/2024)","DOB Permit Applications (12/02/2021 - 12/02/2024)","DOB Permit Issuances (12/02/2021 - 12/02/2024)","Litigations against landlords (12/02/2021 - 11/30/2024)","Housing Court Cases (12/02/2021 - 12/02/2024)"
"2025550125","605 Oak Terrace","10454","2000","1","1","0","212000","0","0","0","0","0","0","0","0","0","0","0"
"2025550119","604 Saint Marys Street","10454","2000","2","2","0","765000","0","0","0","0","0","0","0","0","0","0","0"
"2025550101","599 Beech Terrace","10454","2000","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2022890124","444 East 145th Street","10454","1990","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2022890167","455 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900159","455 East 145th Street","10454","1991","2","2","0","910000","1","0","4","0","0","0","0","0","0","0","0"
"2022900155","463 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900160","453 East 145th Street","10454","1991","2","2","0","0","0","0","1","0","1","0","0","0","0","0","0"
"2022890135","466 East 145th Street","10454","1990","2","2","0","630000","0","0","0","0","1","0","0","0","0","0","0"
"2022890131","458 East 145th Street","10454","1990","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890160","469 East 144th Street","10454","1993","2","2","0","7500","0","0","12","10","0","0","0","0","0","1","0"
"2022890159","471 East 144th Street","10454","1993","2","2","0","490000","0","0","0","0","0","0","0","0","0","0","0"
"2022890143","433 Brook Avenue","10454","1993","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2022890147","425 Brook Avenue","10454","1994","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890151","417 Brook Avenue","10454","1994","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890141","478 East 145th Street","10454","1990","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890144","431 Brook Avenue","10454","1994","2","2","0","0","0","0","3","9","1","0","0","0","0","0","0"
"2022890153","483 East 144th Street","10454","1993","2","2","0","440000","0","0","4","0","0","0","0","0","0","0","0"
"2022900048","473 East 145th Street","10454","1915","4","4","0","0","0","0","0","4","0","0","0","0","0","0","0"
"2022890146","427 Brook Avenue","10454","1994","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025550118","602 Saint Marys Street","10454","2000","2","2","0","0","0","0","1","3","0","0","0","0","0","0","0"
"2022670039","554 East 141st Street","10454","1931","12","10","9","160000","0","0","1","9","1","2","1","0","0","0","0"
"2025550135","592 Beech Terrace","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025560027","576 Saint Marys Street","10454","1920","23","23","15","0","0","0","53","78","1","0","0","0","0","2","10"
"2025550110","581 Beech Terrace","10454","2000","2","2","0","780000","0","0","0","0","0","0","0","0","0","0","0"
"2025550109","583 Beech Terrace","10454","2000","2","2","0","340000","0","0","0","0","0","0","0","0","0","0","0"
"2025550116","598 Saint Marys Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025550024","609 Oak Terrace","10454","2000","1","1","0","565000","2","0","0","0","0","0","0","0","0","0","0"
"2025550117","600 Saint Marys Street","10454","2000","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2022680020","536 East 142nd Street","10454","1900","10","10","10","790000","0","0","8","29","0","1","0","0","0","0","0"
"2022680022","540 East 142nd Street","10454","2018","8","8","3","380000","0","2","1","3","0","0","0","0","0","0","0"
"2022680006","344 Brook Avenue","10454","1910","6","5","6","124798","0","0","1","2","0","0","0","0","0","0","0"
"2022680050","311 Saint Anns Avenue","10454","1920","13","12","0","0","0","0","0","10","4","0","0","0","5","0","0"
"2022680011","354 Brook Avenue","10454","1931","9","6","5","1150000","0","0","8","34","5","1","2","0","0","0","0"
"2022690001","370 Brook Avenue","10454","1970","173","173","0","1","0","1","374","243","19","12","8","0","0","4","19"
"2022680005","342 Brook Avenue","10454","1920","7","6","6","124798","0","0","0","2","0","0","0","0","0","0","0"
"2022680008","348 Brook Avenue","10454","1931","8","7","6","1425000","0","1","1","3","0","0","0","0","0","0","0"
"2022670065","537 East 139th Street","10454","1906","21","21","21","2825000","0","3","62","60","0","0","0","0","0","1","15"
"2022670011","296 Brook Avenue","10454","1907","30","30","0","0","0","1","50","38","9","1","1","0","0","1","10"
"2022670110","294 Brook Avenue","10454","2004","3","3","0","0","1","0","0","2","0","0","0","0","0","0","0"
"2022670114","302 Brook Avenue","10454","2002","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0"
"2022670109","292 Brook Avenue","10454","2004","3","3","0","499000","0","0","0","7","1","0","1","0","0","0","0"
"2022670067","533 East 139th Street","10454","1915","20","20","20","2575000","0","0","83","72","0","0","0","0","0","4","16"
"2022880029","444 East 144th Street","10454","1910","1","1","0","350000","0","0","0","0","0","0","0","0","0","0","0"
"2022880079","445 East 143rd Street","10454","1899","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022880032","450 East 144th Street","10454","2003","19","18","18","3300000","1","0","248","232","5","0","1","0","1","6","15"
"2022880028","442 East 144th Street","10454","1910","2","2","0","0","0","0","3","0","0","0","0","0","0","0","0"
"2022890177","435 East 144th Street","10454","1993","2","2","0","615000","1","0","6","2","1","2","4","0","0","0","0"
"2022890122","440 East 145th Street","10454","1990","2","2","0","999000","1","0","0","1","0","0","0","0","0","0","0"
"2025500044","223 Cypress Avenue","10454","1915","42","42","48","1","0","5","148","163","2","0","0","0","0","1","19"
"2025520127","616 East 140th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520055","607 East 139th Street","10454","1920","47","47","44","0","0","0","20","35","5","0","2","0","0","0","15"
"2025550108","585 Beech Terrace","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022860018","414 East 142nd Street","10454","1910","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2022860110","417 East 141st Street","10454","2005","2","2","0","10","1","0","0","0","0","0","0","0","0","0","0"
"2022860111","415 East 141st Street","10454","2005","2","2","0","499000","0","0","1","0","0","0","0","0","0","0","0"
"2022860109","419 East 141st Street","10454","1910","2","2","0","585000","0","0","0","0","0","0","0","0","0","0","0"
"2022860020","418 East 142nd Street","10454","1910","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890116","428 East 145th Street","10454","1990","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2022890172","445 East 144th Street","10454","1992","2","2","0","900000","1","0","1","0","0","0","0","0","0","0","0"
"2022890171","447 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890118","432 East 145th Street","10454","1990","2","2","0","408000","0","0","0","0","0","0","0","0","0","0","0"
"2022890176","437 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890178","433 East 144th Street","10454","1993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890173","443 East 144th Street","10454","1993","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2022890117","430 East 145th Street","10454","1990","2","2","0","0","0","0","0","3","0","0","0","0","0","0","0"
"2022890120","436 East 145th Street","10454","1990","2","2","0","940000","1","0","10","2","0","0","0","0","0","0","0"
"2022890175","439 East 144th Street","10454","1993","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0"
"2022890119","434 East 145th Street","10454","1990","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022890170","449 East 144th Street","10454","1993","2","2","0","999000","1","0","0","0","0","0","0","0","0","0","0"
"2022890123","442 East 145th Street","10454","1990","2","2","0","549000","0","0","0","0","0","0","0","0","0","0","0"
"2022890174","441 East 144th Street","10454","1993","2","2","0","366000","0","0","38","47","4","0","1","0","0","2","0"
"2022890121","438 East 145th Street","10454","1990","2","2","0","375000","2","0","31","1","0","0","0","0","0","0","0"
"2022880026","438 East 144th Street","10454","1910","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022860015","408 East 142nd Street","10454","1910","2","2","0","435000","0","0","0","2","0","0","0","0","0","0","0"
"2023040001","340 Alexander Avenue","10454","1963","642","642","0","0","0","0","2","0","11","9","5","0","0","1","30"
"2022860012","352 Willis Avenue","10454","2017","3","2","0","306000","0","0","0","0","0","0","0","0","0","0","0"
"2022860113","411 East 141st Street","10454","1901","1","1","13","60000","0","0","73","85","29","5","13","0","0","3","0"
"2023010022","380 East 139th Street","10454","1931","10","10","10","0","0","0","39","52","0","1","0","0","0","0","0"
"2022830116","414 East 139th Street","10454","2001","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023010029","389 East 138th Street","10454","1931","18","16","8","0","0","1","10","14","0","0","0","0","0","0","4"
"2023010025","245 Willis Avenue","10454","1931","10","8","8","776000","0","0","19","11","0","2","0","0","0","0","0"
"2022830121","430A East 139th Street","10454","2006","3","3","0","528000","0","0","0","2","0","0","0","0","0","0","0"
"2022830122","430B East 139th Street","10454","2006","3","3","3","570000","0","0","0","4","0","0","0","0","0","0","0"
"2022860017","412 East 142nd Street","10454","1899","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022870187","407 East 142nd Street","10454","2000","3","3","0","0","0","0","0","5","0","0","0","0","0","0","0"
"2022860016","410 East 142nd Street","10454","1910","1","1","0","0","0","0","0","23","4","0","0","0","0","2","0"
"2022860014","406 East 142nd Street","10454","1910","2","2","0","370000","0","0","0","0","0","0","0","0","0","0","0"
"2022870001","354 Willis Avenue","10454","1931","10","8","0","1","0","0","1","5","1","1","1","0","0","0","0"
"2022840008","296 Willis Avenue","10454","2013","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022850013","424 East 141st Street","10454","1994","3","3","0","0","0","0","0","1","1","0","0","0","0","0","0"
"2022850016","432 East 141st Street","10454","1994","3","3","0","0","0","0","0","6","0","0","0","0","0","0","0"
"2022850006","312 Willis Avenue","10454","1931","10","9","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2023030016","352 East 141st Street","10454","1930","49","49","42","0","0","2","95","187","25","0","2","0","0","3","12"
"2022850115","430 East 141st Street","10454","1994","3","3","0","0","0","0","0","5","0","0","0","0","0","0","0"
"2022850001","401 East 140th Street","10454","1910","14","12","8","588750","1","0","9","8","4","0","0","0","0","0","4"
"2022840007","294 Willis Avenue","10454","2013","3","2","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2023030021","388 East 141st Street","10454","1960","117","117","0","0","0","0","0","0","2","4","0","0","0","0","4"
"2022850113","426 East 141st Street","10454","1994","3","3","0","703800","0","0","0","2","0","0","0","0","0","0","0"
"2023010021","378 East 139th Street","10454","1931","10","10","10","0","0","0","55","46","2","5","3","0","0","2","0"
"2022820015","422 East 138th Street","10454","1931","10","8","8","925000","0","0","1","5","0","0","0","0","0","0","0"
"2022820014","420 East 138th Street","10454","1931","9","8","0","2100000","0","0","0","5","0","1","0","0","0","0","0"
"2022820018","430 East 138th Street","10454","1932","155","148","0","0","0","4","425","515","15","6","5","0","0","5","36"
"2022820024","448 East 138th Street","10454","2005","3","2","0","780000","0","0","0","3","0","0","0","0","0","0","0"
"2022820007","234 Willis Avenue","10454","1931","9","8","8","7508641","0","0","7","6","0","0","0","0","0","0","0"
"2022810010","416 East 137th Street","10454","1973","68","66","30","0","0","1","32","21","5","3","1","0","0","0","13"
"2022820001","222 Willis Avenue","10454","1931","10","8","8","2280000","0","0","38","49","2","0","2","0","0","0","0"
"2022820038","476 East 138th Street","10454","1915","4","4","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022820036","472 East 138th Street","10454","1915","4","4","0","0","0","0","17","10","1","6","1","0","0","0","0"
"2022820003","226 Willis Avenue","10454","1931","9","8","9","850000","0","0","8","37","0","0","0","0","0","0","0"
"2022820002","224 Willis Avenue","10454","1910","9","8","7","1093381","0","1","4","6","0","1","0","0","0","0","0"
"2022820032","464 East 138th Street","10454","1910","4","4","0","7508641","0","0","0","10","0","0","0","0","0","0","0"
"2022820039","478 East 138th Street","10454","1915","4","4","0","1200000","0","0","34","15","0","0","0","0","2","0","0"
"2022820027","454 East 138th Street","10454","1915","7","7","5","1320000","0","1","5","13","0","0","0","0","0","0","0"
"2022820004","228 Willis Avenue","10454","1931","9","8","0","0","0","0","3","7","1","1","0","0","0","0","0"
"2022810004","212 Willis Avenue","10454","1931","9","8","8","0","0","0","0","0","0","10","0","0","0","0","0"
"2022830074","467 East 138th Street","10454","2004","3","2","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2022830073","471 East 138th Street","10454","1931","10","8","10","0","0","1","1","7","0","2","0","0","0","0","0"
"2022840098","447 East 139th Street","10454","2005","2","2","0","534581","0","0","0","0","1","0","1","0","0","0","0"
"2022830118","424 East 139th Street","10454","2001","2","2","0","1125000","1","0","0","2","0","0","0","0","0","0","0"
"2022830123","432 East 139th Street","10454","2006","3","3","0","650000","0","0","0","7","0","0","1","0","0","0","0"
"2022830033","455 East 138th Street","10454","1983","97","97","0","0","0","0","42","35","0","8","0","0","0","0","7"
"2022800019","422 East 136th Street","10454","1891","1","1","0","80000","0","0","0","0","0","0","0","0","0","0","0"
"2023097502","135 Alexander Avenue","10454","2015","7","6","5","0","0","0","0","1","0","0","0","0","0","0","0"
"2022960004","132 Alexander Avenue","10454","1915","4","3","0","0","0","0","0","5","0","2","0","0","0","0","0"
"2023090025","137 Alexander Avenue","10454","1931","10","9","9","1100000","0","0","7","9","1","1","1","0","0","0","0"
"2025540010","328 Beekman Avenue","10454","1905","74","74","73","0","0","3","211","224","14","0","0","0","0","7","41"
"2025540043","363 Cypress Avenue","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022820031","462 East 138th Street","10454","1901","3","3","0","1045000","1","0","12","21","0","0","0","0","0","1","0"
"2022820025","450 East 138th Street","10454","1931","6","5","0","0","1","0","3","16","0","0","0","0","0","0","0"
"2022830120","428 East 139th Street","10454","2006","3","3","0","508200","0","0","0","3","0","0","0","0","0","0","0"
"2022830117","418 East 139th Street","10454","2001","2","2","0","1237500","1","0","1","2","1","0","0","0","0","0","0"
"2022830119","426 East 139th Street","10454","2001","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025540044","353 Cypress Avenue","10454","1925","48","48","36","1","0","0","6","26","0","0","0","0","0","0","14"
"2025550016","598 Oak Terrace","10454","1920","2","2","0","425000","0","0","0","0","0","0","0","0","0","0","0"
"2025550018","602 Oak Terrace","10454","2017","14","14","0","250000","0","0","1","2","0","4","0","0","0","0","0"
"2025550012","583 East 141st Street","10454","2003","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025550023","327 Beekman Avenue","10454","1925","25","25","16","0","0","0","2","0","0","0","0","0","0","0","7"
"2025720069","703 East 142nd Street","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025720065","708 Saint Marys Street","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025720064","706 Saint Marys Street","10454","1999","2","2","0","400000","0","0","0","0","0","0","0","0","0","0","0"
"2025720071","699 East 142nd Street","10454","1999","2","2","0","440000","0","0","0","0","1","0","0","0","0","0","0"
"2025720068","705 East 142nd Street","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025720073","695 East 142nd Street","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025730023","351 Concord Avenue","10454","1910","3","3","0","0","0","0","0","4","0","0","0","0","0","0","0"
"2025720056","692 Saint Marys Street","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025720059","696 Saint Marys Street","10454","1999","2","2","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2025550009","587 East 141st Street","10454","2003","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025710032","379 Powers Avenue","10454","1999","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025550003","593 East 141st Street","10454","1920","48","46","43","0","0","3","55","120","3","5","1","0","0","0","22"
"2025550129","317 Beekman Avenue","10454","2007","2","2","0","0","0","0","1","11","0","0","0","0","0","0","0"
"2025550123","325 Beekman Avenue","10454","2007","2","2","0","0","0","0","3","2","0","0","0","0","0","0","0"
"2025510062","613 East 138th Street","10454","1920","31","29","28","0","0","2","27","33","0","3","0","0","0","2","23"
"2025510021","602 East 139th Street","10454","1931","22","22","22","1970000","0","0","4","33","0","5","0","0","0","0","0"
"2025510064","605 East 138th Street","10454","1905","26","24","17","8242380","0","0","43","24","2","0","1","0","0","0","5"
"2022720043","513 East 145th Street","10454","1992","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900150","477 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022720044","511 East 145th Street","10454","1992","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2022710005","512 East 145th Street","10454","1972","189","188","0","1","0","2","119","142","62","14","20","0","0","2","20"
"2022720047","505 East 145th Street","10454","1992","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022720045","509 East 145th Street","10454","1992","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022720040","515 East 145th Street","10454","1992","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025530069","609 East 140th Street","10454","2000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025520004","282 Saint Anns Avenue","10454","1910","14","14","14","8242380","0","0","10","17","0","0","0","0","0","0","1"
"2025530002","575 East 140th Street","10454","1985","127","127","0","0","0","4","157","163","0","2","0","0","0","3","48"
"2025530074","601 East 140th Street","10454","2000","1","1","0","215650","0","0","0","0","0","0","0","0","0","0","0"
"2025530063","613 East 140th Street","10454","2000","1","1","0","300000","0","0","0","0","0","0","0","0","0","0","0"
"2025720075","691 East 142nd Street","10454","1999","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022670042","303 Saint Anns Avenue","10454","1910","11","11","11","0","0","0","0","0","0","0","0","0","0","0","0"
"2022670040","305 Saint Anns Avenue","10454","1910","19","19","19","0","0","1","25","24","2","0","2","0","5","1","16"
"2022670054","283 Saint Anns Avenue","10454","1931","12","11","22","2","0","0","47","82","7","9","1","0","0","5","5"
"2025480042","169 Cypress Avenue","10454","1961","125","125","0","0","0","0","0","0","5","1","5","0","0","0","6"
"2025500069","593 East 137th Street","10454","1931","7","7","0","1000000","1","0","0","6","2","6","0","0","0","1","0"
"2025480001","160 Saint Anns Avenue","10454","1961","690","690","0","0","0","1","0","0","7","7","8","0","0","0","47"
"2025500007","218 Saint Anns Avenue","10454","1910","16","12","12","0","0","0","39","55","0","0","0","0","0","0","7"
"2025500030","622 East 138th Street","10454","1915","6","4","5","555000","0","0","7","6","0","1","0","0","0","0","0"
"2025500017","590 East 138th Street","10454","1910","16","16","16","0","0","0","30","33","0","0","0","0","0","1","6"
"2025510118","594 East 139th Street","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025510122","600A East 139th Street","10454","2000","2","2","0","505000","0","0","0","0","0","0","0","0","0","0","0"
"2025510065","597 East 138th Street","10454","1920","37","35","35","0","0","1","89","71","12","3","14","0","0","1","21"
"2025510058","623 East 138th Street","10454","1924","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2022960056","41 Bruckner Boulevard","10454","1915","8","7","0","0","0","0","13","37","0","4","0","0","0","1","0"
"2022960050","53 Bruckner Boulevard","10454","1915","5","4","0","75000","2","0","0","4","2","0","0","0","0","0","0"
"2022960015","356 East 134th Street","10454","1901","3","3","0","225000","0","0","0","0","2","1","0","0","0","0","0"
"2022800064","433 East 135th Street","10454","1890","3","2","0","1349000","0","0","0","0","2","7","2","0","0","0","0"
"2023160001","101 Lincoln Avenue","10454","2020","926","921","0","125400000","0","0","33","38","5","5","20","2","9","0","7"
"2023150005","2614 3rd Avenue","10454","1931","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2023150025","2628 3rd Avenue","10454","1931","9","8","8","0","0","0","57","35","0","2","0","0","0","1","0"
"2023150026","2630 3rd Avenue","10454","1931","3","2","0","0","0","0","0","0","0","0","0","0","2","0","0"
"2023150042","321 East 141st Street","10454","1915","7","6","7","0","0","0","2","0","0","0","0","0","0","0","0"
"2022630076","160 Brown Place","10454","2000","2","2","0","0","0","0","2","1","0","0","0","0","0","0","0"
"2022950067","70 Bruckner Boulevard","10454","2010","60","60","60","1","0","2","52","56","5","1","1","0","0","2","43"
"2025500003","214 Saint Anns Avenue","10454","1931","11","9","9","2650000","1","0","1","3","0","3","0","0","0","0","0"
"2025517501","615 East 138th Street","10454","2008","9","8","8","0","0","0","0","2","0","0","0","0","0","0","0"
"2022650041","540 East 138th Street","10454","1920","17","16","16","0","0","0","122","215","4","0","2","0","0","0","3"
"2022650049","213 Saint Anns Avenue","10454","1920","9","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2022650047","217 Saint Anns Avenue","10454","1920","9","8","8","1325000","1","0","16","31","1","6","1","0","4","0","0"
"2022720048","503 East 145th Street","10454","1992","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900151","475 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022900149","479 East 145th Street","10454","1991","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022690100","400 Brook Avenue","10454","1970","309","309","0","0","0","7","185","127","10","3","1","0","13","4","61"
"2022720038","530 East 146th Street","10454","1973","95","95","0","0","0","0","84","41","4","3","0","0","0","0","13"
"2022720046","507 East 145th Street","10454","1992","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022710001","509 East 144th Street","10454","1973","46","46","0","0","0","1","60","28","1","2","0","0","0","0","7"
"2022960052","49 Bruckner Boulevard","10454","1915","4","2","0","1700000","1","0","0","0","0","0","0","0","0","0","0"
"2022960051","51 Bruckner Boulevard","10454","1915","5","4","4","1850000","1","0","4","7","3","2","2","0","0","0","0"
"2022960047","59 Bruckner Boulevard","10454","1915","4","3","0","0","0","0","0","7","0","2","0","0","0","0","0"
"2022960053","47 Bruckner Boulevard","10454","1915","4","3","0","0","0","0","1","9","1","0","0","0","0","0","0"
"2023060002","2688 3rd Avenue","10454","1910","4","3","0","550000","0","0","0","0","2","6","2","0","0","0","0"
"2023150043","317 East 141st Street","10454","1901","3","3","0","235000","0","0","5","6","5","4","16","0","0","0","0"
"2023150015","311 Alexander Avenue","10454","1906","9","9","9","450000","0","0","20","13","0","1","0","0","0","0","0"
"2022950051","40 Bruckner Boulevard","10454","2022","370","365","0","0","0","0","4","1","40","9","19","5","23","0","4"
"2022780041","466 East 134th Street","10454","1901","3","3","0","0","0","0","0","7","0","0","0","0","0","0","0"
"2022780017","418 East 134th Street","10454","1901","2","2","0","179000","0","0","0","0","0","0","0","0","0","0","0"
"2022780020","424 East 134th Street","10454","1901","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780053","Brown Place","10454","2019","17","17","5","7000000","0","0","5","1","0","0","0","0","0","0","5"
"2022780070","Bruckner Boulevard","10454","2020","55","55","50","0","0","1","25","24","0","0","0","0","0","1","11"
"2022780025","434 East 134th Street","10454","1901","2","2","0","0","0","0","40","38","2","0","1","0","0","1","0"
"2022630077","162 Brown Place","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780015","414 East 134th Street","10454","1931","3","3","0","0","0","0","0","7","0","7","0","0","0","0","0"
"2022780014","412 East 134th Street","10454","1931","4","4","0","575000","0","0","26","5","1","1","0","0","0","0","0"
"2022780044","472 East 134th Street","10454","1901","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022780029","442 East 134th Street","10454","1901","3","3","0","630000","0","0","0","7","0","0","0","0","0","0","0"
"2022780035","454 East 134th Street","10454","1901","1","1","0","0","0","0","0","2","0","1","0","0","0","0","0"
"2022780038","460 East 134th Street","10454","1901","1","1","0","620000","0","0","0","0","0","0","0","0","0","0","0"
"2022780027","438 East 134th Street","10454","1901","3","3","0","90000","0","0","2","1","0","0","0","0","0","0","0"
"2022780047","478 East 134th Street","10454","1901","1","1","0","880000","0","0","0","0","0","0","0","0","0","0","0"
"2022780034","452 East 134th Street","10454","1901","1","1","0","600000","0","0","0","7","0","0","0","0","0","0","0"
"2022780023","430 East 134th Street","10454","1901","2","2","0","499000","0","0","5","5","1","0","0","0","0","0","0"
"2022780026","436 East 134th Street","10454","1901","2","2","0","0","0","0","3","24","0","0","0","0","0","0","0"
"2022780040","464 East 134th Street","10454","1901","2","2","0","280000","0","0","0","0","0","0","0","0","0","0","0"
"2022957501","85 Willis Avenue","10454","2009","422","419","419","0","0","15","1437","1234","0","3","29","1","1","20","255"
"2022780049","482 East 134th Street","10454","1901","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022950040","329 East 132nd Street","10454","2017","92","91","91","0","0","6","1","0","2","1","1","0","0","0","28"
"2022780012","408 East 134th Street","10454","1931","4","4","0","750000","0","1","0","1","0","0","0","0","0","0","0"
"2022780004","128 Willis Avenue","10454","1931","8","7","8","0","0","0","0","6","1","2","1","0","0","0","0"
"2022630078","164 Brown Place","10454","2000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022630066","181 Brook Avenue","10454","2000","2","2","0","10","0","0","0","3","0","0","0","0","0","0","0"
"2025650069","737 East 136th Street","10454","1920","2","1","0","200000","0","0","0","0","0","0","0","0","0","0","0"
"2025620037","726 East 134th Street","10454","1920","3","3","0","725000","0","2","37","17","0","0","0","0","0","0","0"
"2025620081","717 East 133rd Street","10454","1901","3","3","0","135000","0","0","1","4","0","0","0","0","0","0","0"
"2025620026","704 East 134th Street","10454","1920","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023020010","294 Alexander Avenue","10454","1910","2","2","0","415740","0","0","0","0","0","0","0","0","0","0","0"
"2022810005","214 Willis Avenue","10454","1920","5","4","4","0","0","0","0","4","0","0","0","0","0","0","0"
"2022800009","180 Willis Avenue","10454","1931","9","8","0","970000","0","0","0","2","2","0","1","1","0","1","0"
"2022800012","408 East 136th Street","10454","1901","1","1","0","405000","0","0","0","0","0","0","0","0","0","0","0"
"2022800128","442 East 136th Street","10454","2006","3","3","0","542553","0","0","0","7","0","0","0","0","0","0","0"
"2022800129","446 East 136th Street","10454","2006","3","3","0","650000","0","0","0","7","0","0","0","0","0","0","0"
"2022820005","230 Willis Avenue","10454","1931","19","16","0","0","0","0","1","4","0","0","0","0","0","0","1"
"2022820013","418 East 138th Street","10454","1931","9","8","8","0","0","0","1","3","0","0","0","0","0","0","0"
"2022820016","424 East 138th Street","10454","1931","18","18","0","588333","0","0","1","4","0","6","0","0","2","0","0"
"2022810002","208 Willis Avenue","10454","1931","9","8","8","850000","0","3","45","50","1","0","0","0","0","0","0"
"2022800063","435 East 135th Street","10454","1931","10","10","0","1349000","0","0","4","2","0","0","0","0","0","0","0"
"2022820008","408 East 138th Street","10454","1931","11","8","8","850000","0","0","103","116","2","6","3","0","0","2","0"
"2022800060","439 East 135th Street","10454","1931","10","10","10","1495000","0","1","60","45","0","0","0","0","0","0","0"
"2022800069","423 East 135th Street","10454","1901","1","1","0","695000","1","2","14","13","2","0","1","0","0","1","0"
